id,title,journal,year,source_class,identifier,id_kind,verified,retrieval_status,mechanism_nodes,cohorts,has_abstract,abstract_source,link,caveat
epmc_med_41125294,Ketogenic diet strategy in patients with sepsis: a multicentre prospective randomised interventional trial protocol,BMJ Open,2025,clinical_trial,10.1136/bmjopen-2024-098718,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1136/bmjopen-2024-098718,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41127266,Chronic Psychological Stress in Oncogenesis: Multisystem Crosstalk and Multimodal Interventions,Research,2025,narrative_review,10.34133/research.0948,doi,True,POINTER_ONLY,dna_damage_parp|herb_drug_interaction_cyp_pgp|immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.34133/research.0948,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41131004,A comparative analysis of Fagonia indica extracts and green synthesized nanoparticles for the determination of antioxidant potential,Scientific Reports,2025,observational,10.1038/s41598-025-20232-1,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1038/s41598-025-20232-1,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41131013,Enhancing bioactivity and bioavailability of Limonium bellidifolium via cyclodextrin-based inclusion complexes: a new strategy in drug discovery from halophyte source,Scientific Reports,2025,international_literature,10.1038/s41598-025-20905-x,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,,True,,https://doi.org/10.1038/s41598-025-20905-x,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41133299,Comparison of Single Versus Multiple Nonpharmacological Interventions for the Management of Lung Cancer–Related Fatigue: A Systematic Review,The Clinical Respiratory Journal,2025,systematic_review,10.1111/crj.70132,doi,True,POINTER_ONLY,oxidative_stress_redox,lung,True,,https://doi.org/10.1111/crj.70132,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41133510,Is Night Shift Work Associated with Ovarian Cancer? A Systematic Review and Meta-Analysis,Medical Sciences,2025,meta_analysis,10.3390/medsci13040228,doi,True,POINTER_ONLY,oxidative_stress_redox,ovarian,True,,https://doi.org/10.3390/medsci13040228,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41135276,Sulforaphane targets STAT3-CKMT2-AS1 to suppress gastric cancer via PSMB8 downregulation and AIMP1 stabilization,Phytomedicine,2025,international_literature,10.1016/j.phymed.2025.157428,doi,True,POINTER_ONLY,,gastric,True,,https://doi.org/10.1016/j.phymed.2025.157428,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41139117,COMPEL: osimertinib plus platinum-based chemotherapy in patients with EGFR-mutated advanced NSCLC and progression on first-line osimertinib,ESMO Open,2025,rct,10.1016/j.esmoop.2025.105807,doi,True,POINTER_ONLY,dna_damage_parp|herb_drug_interaction_cyp_pgp,lung,True,,https://doi.org/10.1016/j.esmoop.2025.105807,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41140343,Pre- and post-treatment effects of date fruit phenolics in cisplatin-induced hepatotoxicity,Toxicology Reports,2025,international_literature,10.1016/j.toxrep.2025.102139,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1016/j.toxrep.2025.102139,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41140697,The role of reactive oxygen species in the pathogenesis and treatment of endometrial cancer,Frontiers in Medicine,2025,narrative_review,10.3389/fmed.2025.1662794,doi,True,POINTER_ONLY,dna_damage_parp|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3389/fmed.2025.1662794,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41141263,Synergistic potential of natural products and exercise: unveiling molecular mechanisms and innovative therapeutic approaches for liver diseases,Frontiers in Nutrition,2025,narrative_review,10.3389/fnut.2025.1656048,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3389/fnut.2025.1656048,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41142020,Radioprotective Efficacy of Jujube Aqueous Extract and Arbutin: Synergistic Antioxidant and Anti‐Apoptotic Mechanisms in Radiation Injury,Food Science &amp; Nutrition,2025,international_literature,10.1002/fsn3.71073,doi,True,POINTER_ONLY,electron_transport_oxphos|immune_checkpoint|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.1002/fsn3.71073,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41143548,Electro-acupuncture for quality of life during adjuvant chemotherapy in gastric cancer: a randomized trial,JNCI: Journal of the National Cancer Institute,2025,rct,10.1093/jnci/djaf309,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,gastric,True,,https://doi.org/10.1093/jnci/djaf309,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41145311,"Immediate Postoperative AbnobaVISCUM
                    <sup>®</sup>
                    F as an Adjuvant Treatment in Patients Receiving Standard Care after Pancreatic Cancer Resection",Yonsei Medical Journal,2025,international_literature,10.3349/ymj.2024.0493,doi,True,POINTER_ONLY,oxidative_stress_redox,pancreatic,True,,https://doi.org/10.3349/ymj.2024.0493,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41145467,Tumor-targeted top1 inhibitor delivery with optimized parp inhibition in advanced solid tumors: a phase i trial of gapped scheduling,Nature Communications,2025,clinical_trial,10.1038/s41467-025-64509-5,doi,True,POINTER_ONLY,dna_damage_parp|oxidative_stress_redox,,True,,https://doi.org/10.1038/s41467-025-64509-5,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41146068,Early psycho-social support of pregnant women at risk for preeclampsia and fetal intrauterine growth restriction,BMC Pregnancy and Childbirth,2025,clinical_trial,10.1186/s12884-025-08363-9,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1186/s12884-025-08363-9,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41146285,Efficacy of Diet on Quality of life in Multiple Sclerosis (EDQ-MS): a study protocol for a randomized controlled clinical trial,Trials,2025,clinical_trial,10.1186/s13063-025-09157-2,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1186/s13063-025-09157-2,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41147148,Lung cancer chemo-interception by sulfasalazine and disulfiram codelivered using a nano self-emulsifying drug delivery system in mice,Carcinogenesis,2025,international_literature,10.1093/carcin/bgaf075,doi,True,POINTER_ONLY,oxidative_stress_redox,lung,True,,https://doi.org/10.1093/carcin/bgaf075,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41147625,"Promoting Walking in Cardiopulmonary Disease With Mindful Steps: Pilot Feasibility Randomized Controlled Trial of a Web-Based, Pedometer-Mediated Mind-Body Intervention",JMIR Formative Research,2025,rct,10.2196/74118,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.2196/74118,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41148610,Comparing the Therapeutic Efficacy of Curcuma Caesia Roxb Over Curcuma Longa in Managing Oral Submucous Fibrosis: A Non-Randomized Clinical Trial,Asian Pacific Journal of Cancer Prevention,2025,observational,10.31557/apjcp.2025.26.10.3705,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.31557/apjcp.2025.26.10.3705,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41149616,"Effect of β-Caryophyllene on PPAR-γ, NF-κB, and CNR2: Implications for Gut–Brain Axis Communication in a Murine Model of Diet-Induced Obesity",Metabolites,2025,international_literature,10.3390/metabo15100638,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.3390/metabo15100638,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41150565,Linking Atmospheric and Soil Contamination: A Comparative Study of PAHs and Metals in PM10 and Surface Soil near Urban Monitoring Stations,Toxics,2025,international_literature,10.3390/toxics13100866,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/toxics13100866,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41150715,Modulating the microbiome as an approach to anticancer drug development,Proceedings of the National Academy of Sciences,2025,international_literature,10.1073/pnas.2417269122,doi,True,POINTER_ONLY,electron_transport_oxphos,,True,,https://doi.org/10.1073/pnas.2417269122,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41150756,Exploring the Anticancer Potential of Coriolus versicolor in Breast Cancer: A Review,Current Issues in Molecular Biology,2025,narrative_review,10.3390/cimb47100808,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox|p53_apoptosis_cell_cycle,breast,True,,https://doi.org/10.3390/cimb47100808,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41150805,Biphasic Slc2a4 Gene Expression in 3T3-L1 Adipocytes in Response to Treatment with Low and High Concentrations of Daidzein and Genistein,Current Issues in Molecular Biology,2025,international_literature,10.3390/cimb47100857,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/cimb47100857,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41151303,Tannic acid suppresses vitamin C’s hormetic effects in HCT-15 low-SVCT2-expressing colorectal cancer cells by upregulating SVCT2,Biomedicine &amp; Pharmacotherapy,2025,international_literature,10.1016/j.biopha.2025.118701,doi,True,POINTER_ONLY,oxidative_stress_redox|p53_apoptosis_cell_cycle,colorectal,True,,https://doi.org/10.1016/j.biopha.2025.118701,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41151876,"Triple Combination of Recombinant Methioninase and the Anti-parasitic Drugs Ivermectin, and Chloroquine Selectively Eradicates Pancreatic Cancer Cells While Sparing Normal Fibroblasts",Anticancer Research,2025,international_literature,10.21873/anticanres.17828,doi,True,POINTER_ONLY,,pancreatic,True,,https://doi.org/10.21873/anticanres.17828,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41151921,"Synthesis of 1,4‐Naphthoquinone‐Benzenesulfonamide Derivatives with Anti‐
                    <i>H. Pylori</i>
                    Activity and Studies on their Mechanism of Action",ChemMedChem,2025,international_literature,10.1002/cmdc.202500725,doi,True,POINTER_ONLY,electron_transport_oxphos|oxidative_stress_redox,gastric,True,,https://doi.org/10.1002/cmdc.202500725,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41153794,β-Caryophyllene as a Novel Modulator of the Renin–Angiotensin System: A Path to Reduce Inflammation and Restore Taste Function,Biomedicines,2025,international_literature,10.3390/biomedicines13102514,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3390/biomedicines13102514,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41154084,Enhancing the Anti-Aging Potential of Green Tea Extracts Through Liquid-State Fermentation with Aspergillus niger RAF106,Foods,2025,international_literature,10.3390/foods14203548,doi,True,POINTER_ONLY,p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3390/foods14203548,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41154475,"Oxidative Stress, Inflammation, and Cellular Senescence in Neuropathic Pain: Mechanistic Crosstalk",Antioxidants,2025,narrative_review,10.3390/antiox14101166,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3390/antiox14101166,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41154495,The Redox Paradox: Cancer’s Double-Edged Sword for Malignancy and Therapy,Antioxidants,2025,narrative_review,10.3390/antiox14101187,doi,True,POINTER_ONLY,immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/antiox14101187,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41154502,"Thiol Isomerases: Enzymatic Mechanisms, Models of Oxidation, and Antagonism by Galloylated Polyphenols",Antioxidants,2025,narrative_review,10.3390/antiox14101193,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,,True,,https://doi.org/10.3390/antiox14101193,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41154570,Antioxidant Food Supplementation in Cancer: Lessons from Clinical Trials and Insights from Preclinical Studies,Antioxidants,2025,narrative_review,10.3390/antiox14101261,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/antiox14101261,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155146,Human Small Airway Epithelia Reveal Dichloroacetate as a Broad-Spectrum Antiviral Against Respiratory Viruses,International Journal of Molecular Sciences,2025,international_literature,10.3390/ijms26209853,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|spike_vaccine_cancer_signal,,True,,https://doi.org/10.3390/ijms26209853,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155174,Therapeutic Potential of Metal-Based and PARP Inhibitor Chemotherapy for BRCA1-Associated Triple-Negative Breast Cancer,International Journal of Molecular Sciences,2025,narrative_review,10.3390/ijms26209881,doi,True,POINTER_ONLY,dna_damage_parp|microtubule_mitosis|oxidative_stress_redox,breast,True,,https://doi.org/10.3390/ijms26209881,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155367,Virtual Screening of Cathelicidin-Derived Anticancer Peptides and Validation of Their Production in the Probiotic Limosilactobacillus fermentum KUB-D18 Using Genome-Scale Metabolic Modeling and Experimental Approaches,International Journal of Molecular Sciences,2025,international_literature,10.3390/ijms262010077,doi,True,POINTER_ONLY,oxidative_stress_redox,colorectal,True,,https://doi.org/10.3390/ijms262010077,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155457,Microbial-Based Green Synthesis of Silver Nanoparticles: A Comparative Review of Bacteria- and Fungi-Mediated Approaches,International Journal of Molecular Sciences,2025,observational,10.3390/ijms262010163,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/ijms262010163,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155558,Effectiveness and Bioinformatics Analysis of Yiqi and Blood-Activating Therapy Combined with Chemotherapy in the Treatment of Non-Small Cell Lung Cancer,Pharmaceuticals,2025,international_literature,10.3390/ph18101442,doi,True,POINTER_ONLY,immune_checkpoint|p53_apoptosis_cell_cycle,lung,True,,https://doi.org/10.3390/ph18101442,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155565,"BPC 157 Therapy: Targeting Angiogenesis and Nitric Oxide’s Cytotoxic and Damaging Actions, but Maintaining, Promoting, or Recovering Their Essential Protective Functions. Comment on Józwiak et al. Multifunctionality and Possible Medical Application of the BPC 157 Peptide—Literature and Patent Review. Pharmaceuticals 2025, 18, 185",Pharmaceuticals,2025,commentary,10.3390/ph18101450,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/ph18101450,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155566,"Reply to Sikiric et al. BPC 157 Therapy: Targeting Angiogenesis and Nitric Oxide’s Cytotoxic and Damaging Actions, but Maintaining, Promoting, or Recovering Their Essential Protective Functions. Comment on “Józwiak et al. Multifunctionality and Possible Medical Application of the BPC 157 Peptide—Literature and Patent Review. Pharmaceuticals 2025, 18, 185”",Pharmaceuticals,2025,commentary,10.3390/ph18101451,doi,True,POINTER_ONLY,perfusion_vascular_hypoxia,,True,,https://doi.org/10.3390/ph18101451,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41155573,Ivermectin as an Alternative Anticancer Agent: A Review of Its Chemical Properties and Therapeutic Potential,Pharmaceuticals,2025,narrative_review,10.3390/ph18101459,doi,True,POINTER_ONLY,immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3390/ph18101459,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41156522,Development of Iron-Chelating/Antioxidant Nutraceuticals and Natural Products as Pharmaceuticals for Clinical Use in Diseases with Free Radical Pathologies,Nutrients,2025,narrative_review,10.3390/nu17203270,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/nu17203270,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41157076,A Comparative Analysis of the Polyphenolic Content and Identification of New Compounds from Oenothera biennis L. Species from the Wild Flora,Molecules,2025,observational,10.3390/molecules30204059,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/molecules30204059,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41157086,Phenolic Derivatives of Astragalus aitosensis with Selective MAO-B Inhibition and Mitochondrial Protection,Molecules,2025,international_literature,10.3390/molecules30204069,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/molecules30204069,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41157106,"Modern Pro-Health Applications of Medicinal Mushrooms: Insights into the Polyporaceae Family, with a Focus on Cerrena unicolor",Molecules,2025,narrative_review,10.3390/molecules30204089,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/molecules30204089,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41157165,"Phytochemical Profile, Extraction and Characterization of Bioactive Compounds from Industrial Hemp (Cannabis sativa L.) Felina 32 Variety",Molecules,2025,international_literature,10.3390/molecules30204148,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,breast|leukemia,True,,https://doi.org/10.3390/molecules30204148,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41158026,A guide to reactive oxygen species in tumour hypoxia: measurement and therapeutic implications,Molecular Oncology,2025,narrative_review,10.1002/1878-0261.70151,doi,True,POINTER_ONLY,oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.1002/1878-0261.70151,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41158126,"Aucklandia lappa Decne.: a review of its botany, cultivation, ethnopharmacology, phytochemistry, pharmacology, and practical applications",Frontiers in Pharmacology,2025,narrative_review,10.3389/fphar.2025.1659831,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,,True,,https://doi.org/10.3389/fphar.2025.1659831,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41158227,Effect and mechanism of auranofin on extrusion and migration of breast cancer cells,Translational Cancer Research,2025,international_literature,10.21037/tcr-2025-86,doi,True,POINTER_ONLY,oxidative_stress_redox,breast,True,,https://doi.org/10.21037/tcr-2025-86,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41158778,Microbial infection and treatment strategies in cancer patients,Frontiers in Microbiology,2025,narrative_review,10.3389/fmicb.2025.1582382,doi,True,POINTER_ONLY,immune_checkpoint,,True,,https://doi.org/10.3389/fmicb.2025.1582382,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41158982,"Rhubarb: Traditional Uses, Phytochemistry, Multiomics-Based Novel Pharmacological and Toxicological Mechanisms","Drug Design, Development and Therapy",2025,narrative_review,10.2147/dddt.s557114,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.2147/dddt.s557114,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41159023,Exercise induced immune regulation and drug efficacy in rhinitis nasopharyngeal carcinoma implications for tumor microenvironment single cell immune signal transduction,Frontiers in Immunology,2025,narrative_review,10.3389/fimmu.2025.1673383,doi,True,POINTER_ONLY,immune_checkpoint|perfusion_vascular_hypoxia,,True,,https://doi.org/10.3389/fimmu.2025.1673383,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41159913,"A Phase 2 Trial of RANKL Antibody, Denosumab, in Two Cohorts of Patients with Recurrent/Refractory Osteosarcoma, a Report from the Children’s Oncology Group",Clinical Cancer Research,2025,clinical_trial,10.1158/1078-0432.ccr-24-2885,doi,True,POINTER_ONLY,,sarcoma,True,,https://doi.org/10.1158/1078-0432.ccr-24-2885,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41160081,"Changes in Gut Microbiome Following Acupuncture and Moxibustion in Patients With Parkinson Disease: Protocol for a Single-Group, Prospective, Observational Study",JMIR Research Protocols,2025,clinical_trial,10.2196/76551,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.2196/76551,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41160271,Studies on the Critical Therapeutic Role of Artemisinin and its Derivatives in Melanoma: a Review of Preclinical Evidence,Current Treatment Options in Oncology,2025,narrative_review,10.1007/s11864-025-01356-y,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|p53_apoptosis_cell_cycle|perfusion_vascular_hypoxia,melanoma,True,,https://doi.org/10.1007/s11864-025-01356-y,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41160325,Antimicrobial peptides for anticancer and antiviral therapy: last promising update,Discover Oncology,2025,narrative_review,10.1007/s12672-025-03855-8,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1007/s12672-025-03855-8,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41160399,Phase 1 clinical trial of the ataxia telangiectasia and Rad3‐related inhibitor berzosertib with irinotecan in patients with advanced solid tumors (ETCTN 9938),Cancer,2025,clinical_trial,10.1002/cncr.70157,doi,True,POINTER_ONLY,dna_damage_parp,colorectal|pancreatic,True,,https://doi.org/10.1002/cncr.70157,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41160692,Preventing neuropathy and improving anticancer chemotherapy with a carbazole-based compound,Science Advances,2025,international_literature,10.1126/sciadv.adw6328,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|microtubule_mitosis,,True,,https://doi.org/10.1126/sciadv.adw6328,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41162496,Innovative green niosomal piperlongumine as a novel topical treatment for dermatophytosis in guinea pigs model,Scientific Reports,2025,international_literature,10.1038/s41598-025-21729-5,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1038/s41598-025-21729-5,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41162525,Paeoniflorin inhibits glioblastoma proliferation and promotes autophagy through the AKT/mTOR pathway,Scientific Reports,2025,international_literature,10.1038/s41598-025-21772-2,doi,True,POINTER_ONLY,immune_checkpoint|metabolic_fasting_glycolysis|oxidative_stress_redox|p53_apoptosis_cell_cycle,glioma_gbm,True,,https://doi.org/10.1038/s41598-025-21772-2,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41162864,"Impact of astaxanthin on oxidative markers, uric acid, and clinical symptoms in heart failure: a randomized clinical trial",BMC Cardiovascular Disorders,2025,rct,10.1186/s12872-025-05260-z,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1186/s12872-025-05260-z,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41163054,"The effects of a newly developed beverage powder supplement on anthropometric measures, body composition, metabolic syndrome components, and appetite in obese or overweight adults: a protocol for a randomized clinical trial study",Trials,2025,clinical_trial,10.1186/s13063-025-09180-3,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis,,True,,https://doi.org/10.1186/s13063-025-09180-3,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41163246,Clarifying fasting-based dietary strategies: toward alignment with emerging consensus terminology,Libyan Journal of Medicine,2025,commentary,10.1080/19932820.2025.2573518,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis,,False,,https://doi.org/10.1080/19932820.2025.2573518,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41163402,The role of gut mycobiome in responses to cancer immunotherapy,Gut Microbes,2025,narrative_review,10.1080/19490976.2025.2571433,doi,True,POINTER_ONLY,immune_checkpoint,,True,,https://doi.org/10.1080/19490976.2025.2571433,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41168092,Prospective Assessment of Mood and Quality of Life in Cushing Syndrome Before and After Biochemical Control,The Journal of Clinical Endocrinology &amp; Metabolism,2025,observational,10.1210/clinem/dgaf598,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1210/clinem/dgaf598,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_41168313,Effect of nano-curcumin supplementation on liver fibrosis in patients with NAFLD-associated fibrosis: a double-blind randomized controlled trial,Scientific Reports,2025,rct,10.1038/s41598-025-21862-1,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1038/s41598-025-21862-1,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
